flavor	drug	concentration	category	expected	hit	result	fraction	n	n_total	sample_type	max_time	AUC
absolute	Amlodipine	80	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.7111111111111111	10.666666666666666	15	Bioaccumulation_only	10	0.13840556360349696
absolute	Amlodipine	80	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.7111111111111111	10.666666666666666	15	Bioaccumulation_only	7.5	0.09675433818741602
absolute	Amlodipine	80	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.7111111111111111	10.666666666666666	15	Bioaccumulation_only	2.5	0.09328116549492593
absolute	Amlodipine	80	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.7111111111111111	10.666666666666666	15	Bioaccumulation_only	5	0.07366229078183678
absolute	Amlodipine	80	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.7111111111111111	10.666666666666666	15	Bioaccumulation_only	1.25	0.06754965156237824
absolute	Amlodipine	80	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.7111111111111111	10.666666666666666	15	Biotransformation &_bioaccumulation	2.5	0.03896870812723133
absolute	Amlodipine	80	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.7111111111111111	10.666666666666666	15	Biotransformation &_bioaccumulation	1.25	0.023496294646662252
absolute	Amlodipine	80	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.7111111111111111	10.666666666666666	15	Biotransformation &_bioaccumulation	10	0.01444324105761315
absolute	Amlodipine	80	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.7111111111111111	10.666666666666666	15	Biotransformation &_bioaccumulation	5	-0.030218175496747334
absolute	Amlodipine	80	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.7111111111111111	10.666666666666666	15	Biotransformation_only	1.25	-0.04405335691571599
absolute	Amlodipine	80	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.7111111111111111	10.666666666666666	15	Biotransformation &_bioaccumulation	7.5	-0.045409901554195026
absolute	Amlodipine	80	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.7111111111111111	10.666666666666666	15	Biotransformation_only	2.5	-0.05431245736769461
absolute	Amlodipine	80	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.7111111111111111	10.666666666666666	15	Biotransformation_only	5	-0.10388046627858412
absolute	Amlodipine	80	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.7111111111111111	10.666666666666666	15	Biotransformation_only	10	-0.12396232254588382
absolute	Amlodipine	80	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.7111111111111111	10.666666666666666	15	Biotransformation_only	7.5	-0.14216423974161105
absolute	Aprepitant	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.16666666666666666	0.16666666666666666	0.16666666666666666	Biotransformation &_bioaccumulation	10	0.6562195671977749
absolute	Aprepitant	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.16666666666666666	0.16666666666666666	0.16666666666666666	Biotransformation &_bioaccumulation	7.5	0.6257876518388965
absolute	Aprepitant	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.16666666666666666	0.16666666666666666	0.16666666666666666	Biotransformation &_bioaccumulation	5	0.572895003913881
absolute	Aprepitant	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.16666666666666666	0.16666666666666666	0.16666666666666666	Biotransformation_only	7.5	0.47156264188424873
absolute	Aprepitant	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.16666666666666666	0.16666666666666666	0.16666666666666666	Biotransformation_only	10	0.45959396762770394
absolute	Aprepitant	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.16666666666666666	0.16666666666666666	0.16666666666666666	Biotransformation_only	5	0.4497340902249517
absolute	Aprepitant	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.16666666666666666	0.16666666666666666	0.16666666666666666	Biotransformation &_bioaccumulation	2.5	0.449311199507596
absolute	Aprepitant	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.16666666666666666	0.16666666666666666	0.16666666666666666	Biotransformation_only	2.5	0.33401267262088324
absolute	Aprepitant	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.16666666666666666	0.16666666666666666	0.16666666666666666	Biotransformation &_bioaccumulation	1.25	0.286036620396801
absolute	Aprepitant	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.16666666666666666	0.16666666666666666	0.16666666666666666	Biotransformation_only	1.25	0.2053174866507476
absolute	Aprepitant	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.16666666666666666	0.16666666666666666	0.16666666666666666	Bioaccumulation_only	10	0.19662559957007092
absolute	Aprepitant	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.16666666666666666	0.16666666666666666	0.16666666666666666	Bioaccumulation_only	7.5	0.1542250099546477
absolute	Aprepitant	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.16666666666666666	0.16666666666666666	0.16666666666666666	Bioaccumulation_only	5	0.1231609136889293
absolute	Aprepitant	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.16666666666666666	0.16666666666666666	0.16666666666666666	Bioaccumulation_only	2.5	0.11529852688671274
absolute	Aprepitant	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.16666666666666666	0.16666666666666666	0.16666666666666666	Bioaccumulation_only	1.25	0.08071913374605341
absolute	Aprepitant	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.2833333333333333	5.666666666666667	20	Biotransformation &_bioaccumulation	10	0.6562195671977749
absolute	Aprepitant	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.2833333333333333	5.666666666666667	20	Biotransformation &_bioaccumulation	7.5	0.6257876518388965
absolute	Aprepitant	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.2833333333333333	5.666666666666667	20	Biotransformation &_bioaccumulation	5	0.572895003913881
absolute	Aprepitant	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.2833333333333333	5.666666666666667	20	Biotransformation_only	7.5	0.47156264188424873
absolute	Aprepitant	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.2833333333333333	5.666666666666667	20	Biotransformation_only	10	0.45959396762770394
absolute	Aprepitant	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.2833333333333333	5.666666666666667	20	Biotransformation_only	5	0.4497340902249517
absolute	Aprepitant	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.2833333333333333	5.666666666666667	20	Biotransformation &_bioaccumulation	2.5	0.449311199507596
absolute	Aprepitant	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.2833333333333333	5.666666666666667	20	Biotransformation_only	2.5	0.33401267262088324
absolute	Aprepitant	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.2833333333333333	5.666666666666667	20	Biotransformation &_bioaccumulation	1.25	0.286036620396801
absolute	Aprepitant	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.2833333333333333	5.666666666666667	20	Biotransformation_only	1.25	0.2053174866507476
absolute	Aprepitant	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.2833333333333333	5.666666666666667	20	Bioaccumulation_only	10	0.19662559957007092
absolute	Aprepitant	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.2833333333333333	5.666666666666667	20	Bioaccumulation_only	7.5	0.1542250099546477
absolute	Aprepitant	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.2833333333333333	5.666666666666667	20	Bioaccumulation_only	5	0.1231609136889293
absolute	Aprepitant	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.2833333333333333	5.666666666666667	20	Bioaccumulation_only	2.5	0.11529852688671274
absolute	Aprepitant	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.2833333333333333	5.666666666666667	20	Bioaccumulation_only	1.25	0.08071913374605341
absolute	Aprepitant	30	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.6960784313725491	11.833333333333334	17	Biotransformation &_bioaccumulation	10	0.29979841885682956
absolute	Aprepitant	30	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.6960784313725491	11.833333333333334	17	Biotransformation &_bioaccumulation	7.5	0.2276038241613236
absolute	Aprepitant	30	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.6960784313725491	11.833333333333334	17	Biotransformation_only	10	0.17814096625319772
absolute	Aprepitant	30	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.6960784313725491	11.833333333333334	17	Biotransformation &_bioaccumulation	5	0.15886136151206073
absolute	Aprepitant	30	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.6960784313725491	11.833333333333334	17	Bioaccumulation_only	10	0.15845886005721893
absolute	Aprepitant	30	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.6960784313725491	11.833333333333334	17	Bioaccumulation_only	5	0.15168135910409059
absolute	Aprepitant	30	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.6960784313725491	11.833333333333334	17	Bioaccumulation_only	2.5	0.14720562981434837
absolute	Aprepitant	30	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.6960784313725491	11.833333333333334	17	Bioaccumulation_only	7.5	0.14655965335363105
absolute	Aprepitant	30	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.6960784313725491	11.833333333333334	17	Biotransformation_only	7.5	0.13011271407914202
absolute	Aprepitant	30	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.6960784313725491	11.833333333333334	17	Bioaccumulation_only	1.25	0.11513988392562025
absolute	Aprepitant	30	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.6960784313725491	11.833333333333334	17	Biotransformation_only	5	0.08078281731514433
absolute	Aprepitant	30	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.6960784313725491	11.833333333333334	17	Biotransformation_only	1.25	-0
absolute	Aprepitant	30	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.6960784313725491	11.833333333333334	17	Biotransformation_only	2.5	-0
absolute	Aprepitant	30	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.6960784313725491	11.833333333333334	17	Biotransformation &_bioaccumulation	1.25	-0
absolute	Aprepitant	30	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.6960784313725491	11.833333333333334	17	Biotransformation &_bioaccumulation	2.5	-0
absolute	Aprepitant	30	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.20833333333333334	0.8333333333333334	3.3333333333333335	Biotransformation &_bioaccumulation	10	0.29979841885682956
absolute	Aprepitant	30	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.20833333333333334	0.8333333333333334	3.3333333333333335	Biotransformation &_bioaccumulation	7.5	0.2276038241613236
absolute	Aprepitant	30	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.20833333333333334	0.8333333333333334	3.3333333333333335	Biotransformation_only	10	0.17814096625319772
absolute	Aprepitant	30	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.20833333333333334	0.8333333333333334	3.3333333333333335	Biotransformation &_bioaccumulation	5	0.15886136151206073
absolute	Aprepitant	30	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.20833333333333334	0.8333333333333334	3.3333333333333335	Bioaccumulation_only	10	0.15845886005721893
absolute	Aprepitant	30	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.20833333333333334	0.8333333333333334	3.3333333333333335	Bioaccumulation_only	5	0.15168135910409059
absolute	Aprepitant	30	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.20833333333333334	0.8333333333333334	3.3333333333333335	Bioaccumulation_only	2.5	0.14720562981434837
